cod;nombre;nombre largo;detalle;familia ;clase ;costo;lista 
153;EXTRACTOR JUGO CONSUMER 1.5L;EXTRACTOR DE JUGO CONSUMER 91 1.5L 500W;Potencia: 500W . 2 Velocidades . Patas De Goma .  Rallador Y Filtro De Acero inoxidable . Boca Extra Ancha 65Mm . Contenedor De Pulpa De 1.5 Litros . Contenedor De Jugo 0.6 Litro. incluye Jarra De Jugo;1;1003;220000;308000
154;HERVIDORA DE AGUA CONSUMER;HERVIDORA DE AGUA CONSUMER;Capacidad: 1,8 Litros.  . Potencia: 1500W.  . Base Giratoria De 360 . Cuerpo De Acero inox.  . Apagado Automatico.  . Luz indicadora.;1;1011;100000;140000
155;JARRA ELECTRICA LED CONSUMER;JARRA ELECTRICA LED CONSUMER;Cap.De 1.8 Lts.  . Hervor Completo En 10 Min.  . Apagado Automatico.  . Ahorra Tiempo Y Energiaa.  . Luz Led Azul.  . Base Giratoria De 360 Grados.;1;1011;130000;182000
156;LICUADORA CONSUMER 1.5 LTS;LICUADORA CONSUMER 1.5 LTS;Potencia 500W.  . 4 Velocidades Y Pulsador.  . Cuchillas De Acero inox.  . Jarra De Vidrio De 1.5 Lts.  . Traba De Seguridad.  . Dise¤o Elegante.;1;1003;190000;266000
158;SANDWICHERA CONSUMER GRILL;SANDWICHERA CONSUMER GRILL;Luz indicadora De Encendido Y Listo. . Control Automatico De La Temperatura. . Potencia De 750W. . Mango Cool-Touch. . Panel De Acero inox. . Placas Anti Adherentes Para Facilitar La Limpiza.;1;1005;95000;133000
160;TOSTADORA CONSUMER;TOSTADORA CONSUMER;2 Rebanadas Por Vez. . 7 Niveles De Tostado. . Recalienta Y Descongela. . Bandeja Para Migas. . Boton Cancelar. . Luz indicadora. . Paneles De Acero inox.;1;1005;115000;161000
179;SCOOTER ELECT CONSUMER VERDE;SCOOTER ELECT CONSUMER VERDE;Peso 11,5 Kgs. . Voltaje 36 V. . Velocidad Maxima 12 Km H. . Conexion Bluetooth. . Medidas 650X245X230 . Estuche Para Transportar . Color Verde;47;47001;5500000;7700000
180;SCOOTER CONSUMER ELECTR ROJO ;SCOOTER CONSUMER ELECTRICO ROJO ;Peso 11,5 Kgs. . Voltaje 36 V. . Velocidad Maxima 12 Km H. . Conexion Bluetooth. . Medidas 650X245X230 . Estuche Para Transportar . Color Rojo ;47;47001;5500000;7700000
181;SCOOTER ELECT CONSUMER NEGRO;SCOOTER ELECTRICO CONSUMER NEGRO;Peso 11,5 Kgs. . Voltaje 36 V. . Velocidad Maxima 12 Km H. . Conexion Bluetooth. . Medidas 650X245X230 . Estuche Para Transportar . Color Negro ;47;47001;5500000;7700000
285;SILLA CONSUMER 7001 GAMER AZUL;SILLA CONSUMER 7001 GAMER RACING AZUL;Sillas Gamer Racing Dise¤o Deportivo, Gran Resistencia , Altura Reclinable Y Soporte Lumbar.  . Material De Tela (Tejido Transitable).  . Asiento Acolchado Y Giratoria Con Posa Brazos Fijo . Color Azul ;2;2004;1000000;1400000
280;SILLA CONSUMER 7001 GAMER ROJO;SILLA CONSUMER 7001 GAMER RACING ROJO;Sillas Gamer Racing Dise¤o Deportivo, Gran Resistencia , Altura Reclinable Y Soporte Lumbar.  . Material De Tela (Tejido Transitable).  . Asiento Acolchado Y Giratoria Con Posa Brazos Fijo . Color Rojo ;2;2004;1000000;1400000
284;SILLA CONSUMER 2012 GRIS ;SILLA CONSUMER 2012 OPERATIVA GRIS ;Dise¤o Ergonomico, Respaldo Tapizado En Tejido De Malla Color Gris. Amplio Giro De 360O, 5 . Ruedas, Base Giratoria, Altura Ajustable. . Color Gris;2;2004;850000;1190000
282;SILLA CONSUMER 2012 OPERATIVA;SILLA CONSUMER 2012 OPERATIVA NEGRO ;Dise¤o Ergonomico, Respaldo Tapizado En Tejido De Malla Color Gris. Amplio Giro De 360O, 5 . Ruedas, Base Giratoria, Altura Ajustable. . Color Negro ;2;2004;850000;1190000
283;SILLA CONSUMER 2012 ROJO;SILLA CONSUMER 2012 OPERATIVA ROJO;Dise¤o Ergonomico, Respaldo Tapizado En Tejido De Malla Color Gris. Amplio Giro De 360O, 5 . Ruedas, Base Giratoria, Altura Ajustable. . Color Rojo;2;2004;850000;1190000
281;SILLA CONSUMER 2012H ;SILLA CONSUMER 2012H TIPO CAJERO;Silla Alta Tipo Cajero Con Apoya Brazos . Comodo Respaldo En Malla Con Apoyo Lumbar Y Mecanismo Regulable En Altura. . Base Giratoria. . Con Ruedas;2;2004;950000;1330000
279;SILLA CONSUMER 8926 TRIDIMENS;SILLA CONSUMER 8926 TRIDIMENSIONAL;Ergonomica, Con Posa Brazos, Dise¤o Tridimensional, Respaldo Ergonomico En Malla . Transpirable, Asiento En Malla Con Ajuste De Profundidad, Reposa Cabeza Con Regulacion De . Altura Y angulo. Base Giratoria. Con Ruedas;2;2004;1250000;1750000
287;SILLA CONSUMER 8953B GRIS ;SILLA CONSUMER 8953B EJECUTIVA GRIS ;Dise¤o Ergonomico. . Respaldo De Malla Trenzada De Nylon. . Tapizada En Tela Transpirable. . Soporte Lumbar. . Ajuste De Profundidad Por Presion Y Altura. . Color Gris;2;2004;800000;1120000
288;SILLA CONSUMER 8953B NEGRO;SILLA CONSUMER 8953B EJECUTIVA NEGRO;Dise¤o Ergonomico. . Respaldo De Malla Trenzada De Nylon. . Tapizada En Tela Transpirable. . Soporte Lumbar. . Ajuste De Profundidad Por Presion Y Altura. . Color Negro;2;2004;800000;1120000
286;SILLA CONSUMER 8953B VERDE;SILLA CONSUMER 8953B EJECUTIVA VERDE;Dise¤o Ergonomico. . Respaldo De Malla Trenzada De Nylon. . Tapizada En Tela Transpirable. . Soporte Lumbar. . Ajuste De Profundidad Por Presion Y Altura. . Color Verde;2;2004;800000;1120000
289;SILLA CONSUMER 8955 EJECUTIVA;SILLA CONSUMER 8955 EJECUTIVA CMR SE;Respaldo Ergonomico En Malla Transpirable, Descansa Brazos Fijos, Base Giratoria, Altura . Ajustable, Asiento Acolchado, Reposa Cabeza Ajustable, Ajuste De Tension.  . Con Ruedas;2;2004;1050000;1470000
95;SILLA GAMER CONSUMER Y2706;SILLA GAMER CONSUMER Y2706 GAME NARANJA;Silla Giratoria. .  Acolchada. .  Cuerina Negro  Narnaja. .  Posa Brazos Acolchados.;2;2004;900000;1260000
97;SILLA GAMER CONSUMER Y2706R;SILLA GAMER CONSUMER Y2706R ROJA;Silla Giratoria . Acolchada, Cuerina Negro  Rojo . Posa Brazos Acolchados.;2;2004;900000;1260000
98;SILLA CONSUMER Y1846 GIRATORIA ;SILLA CONSUMER Y1846 GIRATORIA NEGRO;Silla Giratoria . Base Cromada . Regulador De Altura . Cuerina . Color Negro;2;2004;1000000;1400000
92;SILLAS CONSUMER CH-2019B AZUL;SILLAS CONSUMER CH-2019B AZUL;Respaldo Bajo, Descansabrazos Fijos De Plastico . Base Giratoria (Estrella De 5 Puntas) . Altura Ajustable . Ajuste De Tension . Tapizado Con Tela Perforada . Asiento Acolchado.  . Color Azul ;2;2004;839500;1175300
94;SILLAS CONSUMER CH-2019R ROJA;SILLAS CONSUMER CH-2019R ROJA;Respaldo Bajo, Descansabrazos Fijos De Plastico . Base Giratoria (Estrella De 5 Puntas) . Altura Ajustable . Ajuste De Tension . Tapizado Con Tela Perforada . Asiento Acolchado.  . Color Rojo;2;2004;839500;1175300
88;SILLAS CONSUMER CH-3001 ;SILLAS CONSUMER CH-3001 ;Respaldo Bajo . Descansabrazos Fijos De Plastico . Base Giratoria (Estrella De 5 Puntas) . Altura Ajustable. ;2;2004;750000;1050000
89;SILLAS CONSUMER CH-3004 ;SILLAS CONSUMER CH-3004 ;Respaldo Bajo . Posa Brazos . Base Giratoria . Patas Cromadas . Altura Ajustable . Con Ruedas . Color Negro Cuero Sintetico.;2;2004;800000;1120000
90;SILLAS CONSUMER CH-3008 ;SILLAS CONSUMER CH-3008 ;Respaldo Bajo . Descansabrazos Fijos De Plastico . Base Giratoria (Estrella De 5 Puntas) . Altura Ajustable.  . Color Negro Cuero Sintetico.;2;2004;750000;1050000
85;SILLAS CONSUMER CH-9001 ;SILLAS CONSUMER CH-9001 ;Respaldo Alto . Descansabrazos Fijos De Plastico . Base Giratoria (Estrella De 5 Puntas) . Altura Ajustable.  . Color Negro Cuero Sintetico.;2;2004;850000;1190000
86;SILLAS  CONSUMER CH-9004;SILLAS  CONSUMER CH-9004;Silla De Oficina Respaldo Alto Ecocuero Negro. . Ecocuero.Respaldo Alto. . Giratorio De 5 Radios Con Ruedas Dobles. . Color Negro.;2;2004;950000;1330000
87;SILLAS CONSUMER CH-9008 ;SILLAS CONSUMER CH-9008 ;Ecocuero. . Respaldo Alto. . Giratorio De 5 Radios Con Ruedas Dobles. . Color Negro. . Balanceo Del Asiento Y Respaldo;2;2004;839500;1175300
101;SILLAS CONSUMER  Y2713 NEGRO;SILLAS Y  2713 EXE BLACK CONSUMER;Silla Giratoria De Cuero Reclinable . Base Cromado . Apoyabrazos Ajustable En Altura Con Almohadilla Pu . Con Conexion De Nylon.  . Color Negro  . Respaldo Alto.;2;2004;1150000;1610000
93;SILLAS CONSUMER CH2019K;SILLAS CH 2019K NEGRA  CONSUMER;Respaldo Bajo, Descansabrazos Fijos De Plastico . Base Giratoria (Estrella De 5 Puntas) . Altura Ajustable . Ajuste De Tension . Tapizado Con Tela Perforada . Asiento Acolchado.  . Color Negro;2;2004;839500;1175300
105;SILLAS CONSUMER GY-1049 BLANCO;SILLAS GY 1049 B.STOOL BLANCA CONSUMER;Butaca Bar Stool Gy-1049 Blanca  . Tapizada En Cuero Sintetico Y Acolchado Con Espuma De Alta Calidad Evitando Que Se Deforme Del Cuerpo.  . Asiento Giratorio.  . Altura Ajustable.  . Medida: 54X100X35.Peso: 7Kg.;2;2004;550000;770000
106;SILLAS CONSUMER GY-1049 NEGRO;SILLAS GY 1049 B.STOOL NEGRA CONSUMER;Butaca Bar Stool Gy-1049 Negra  . Tapizada En Cuero Sintetico Y Acolchado Con Espuma De Alta Calidad Evitando Que Se Deforme Del Cuerpo.  . Asiento Giratorio.  . Altura Ajustable.  . Medida: 54X100X35.Peso: 7Kg.;2;2004;550000;770000
107;SILLAS CONSUMER GY-1049 ROJO ;SILLAS GY 1049 B.STOOL ROJA CONSUMER;Butaca Bar Stool Gy-1049 Roja   . Tapizada En Cuero Sintetico Y Acolchado Con Espuma De Alta Calidad Evitando Que Se Deforme Del Cuerpo.  . Asiento Giratorio.  . Altura Ajustable.  . Medida: 54X100X35.Peso: 7Kg.;2;2004;550000;770000
110;SILLAS CONSUMER SJ820 GRIS;SILLAS CONSUMER SJ820 SL GRIS ;Silla Tandem Sj820 Gris . 3 Asientos De Metal Cromado . Con Reposa Brazos En Los Extremos . Patas De Metal Cromado.  . Medida 180X80X57 Peso 14 Kg.;2;2004;1200000;1680000
109;SILLAS CONSUMER SJ820 NEGRO;SILLAS CONSUMER SJ820 BL  NEGRA ;Silla Tandem Sj820 Negra  . 3 Asientos De Metal Cromado . Con Reposa Brazos En Los Extremos . Patas De Metal Cromado.  . Medida 180X80X57 Peso 14 Kg.;2;2004;1200000;1680000
108;SILLAS CONSUMER Y1757 NEGRO;SILLAS CONSUMER Y1757 SIMPLE NEGRA;Silla Fija 4 Patas De Acero . Sin Reposa Brazos. . Tela Tapiz Rellenada Con Espuma. . Color Negro.;2;2004;300000;420000
