cod proveedor;Nombre ;Descripcion Larga;Detalle;Familia;Clase ;Costo ;Precio Lista
Video: Calidad Maxima De Captura: 4K A 24 Y 60 Fps, Slow Motion En 1080P A 120 Y 240 Fps
Sensor: Touch Id - Giroscopio De Tres Ejes - Acelerometro - Barometro - Sensor De Luz Ambiente
Formato De Video: Reproduce: H.264, Aac-Lc, Mpeg 4, Jpeg (M Jpeg) Y Avi";23;23006;4945000;6923000

1144284;"Ipad Air Myfq2 Wifi (20) 64Gb 10.9"" Azu";"Ipad Air Myfq2 Wifi (20) 64Gb 10.9"" Azu";"Modelo : Ipad Air 4Th Generation A2316 Myfq2Ll/A (2020)
Memoria Interna: 64G
Procesador Cpu: Chip A14 Bionic, Neural Engine
Sistema Operativo: Ipados 
Pantalla: Retina Líquida De 10.9"", Con Tecnologia Ips Y Revestimiento Oleofobico
Camara: Wide De 12Mp F/1.8, Con Lente De 5 Elementos, Smart Hdr, Filtro Infrarrojo Hibrido, Modo Burst, Temporizador Y Geotagging + Facetime Hd De 7Mp F/2.2
Caracteristica: Compatible Con Apple Pencil (2  Generacion)
Conectividad: Wi-Fi 802.11Ax, Doble Banda (2.4Ghz Y 5Ghz), Ht80 Con Mimo - Bluetooth 5.0
Video: Calidad Maxima De Captura: 4K A 24 Y 60 Fps, Slow Motion En 1080P A 120 Y 240 Fps
Sensor: Touch Id - Giroscopio De Tres Ejes - Acelerometro - Barometro - Sensor De Luz Ambiente
Formato De Video: Reproduce: H.264, Aac-Lc, Mpeg 4, Jpeg (M Jpeg) Y Avi";23;23006;4945000;6923000

1164671;"Ipad Air Myfw2 Wifi (20) 256Gb 10.9"" Sil";"Ipad Air Myfw2 Wifi (20) 256Gb 10.9"" Sil";"Modelo : Ipad Air 4Th Generation A2316 Myfw2Ll/A (2020)
Memoria Interna: 256G
Procesador Cpu: Chip A14 Bionic, Neural Engine
Sistema Operativo: Ipados 
Pantalla: Retina Líquida De 10.9"", Con Tecnologia Ips Y Revestimiento Oleofobico
Camara: Wide De 12Mp F/1.8, Con Lente De 5 Elementos, Smart Hdr, Filtro Infrarrojo Hibrido, Modo Burst, Temporizador Y Geotagging + Facetime Hd De 7Mp F/2.2
Caracteristica: Compatible Con Apple Pencil (2  Generacion)
Conectividad: Wi-Fi 802.11Ax, Doble Banda (2.4Ghz Y 5Ghz), Ht80 Con Mimo - Bluetooth 5.0
Video: Calidad Maxima De Captura: 4K A 24 Y 60 Fps, Slow Motion En 1080P A 120 Y 240 Fps
Sensor: Touch Id - Giroscopio De Tres Ejes - Acelerometro - Barometro - Sensor De Luz Ambiente
Formato De Video: Reproduce: H.264, Aac-Lc, Mpeg 4, Jpeg (M Jpeg) Y Avi";23;23006;6428000;9000000

1016826;"Ipad Mini 5 Muqx2 Wifi 64Gb 7.9"" Silver";"Ipad Mini 5 Muqx2 Wifi 64Gb 7.9"" Silver";"Modelo : Ipad Mini 5 A2133 Muqx2Ll/A
Memoria Interna: 64G
Procesador Cpu: Chip A12 Bionic, Neural Engine,  Con Coprocesador M12
Sistema Operativo: Ipados 
Pantalla: Retina De 7.9"" Multi Touch Con Tecnologia Ips Y Revestimiento Oleofobico
Camara: Principal De 8Mp F/2.4 Lente De 5 Elementos, Filtro De Infrarrojos Hibrido, Iluminación Posterior, Hdr, Temporizador + Facetime Hd De 7Mp F/2.2 Retina Flash, Hdr Y Temporizador
Caracteristica: Compatible Con Apple Pencil 
Conectividad: Wi-Fi 802.11A/B/G/N/Ac, Doble Banda 2.4Ghz Y 2.5 Ghz, Y Ht80 Con Mimo - Bluetooth 5.0
Video: Calidad Maxima De Captura: Full Hd (1080P)
Sensor: Touch Id - Giroscopio De Tres Ejes - Acelerometro - Barometro - Sensor De Luz Ambiente
Formato De Video: Reproduce: H.264, Aac-Lc, Mpeg 4, Jpeg (M Jpeg) Y Avi";23;23006;3272000;4581000

1144253;"Ipad Pro Mxau2 Wifi (20) 256Gb 12.9"" Sil";"Ipad Pro Mxau2 Wifi (20) 256Gb 12.9"" Sil";"Modelo : Ipad Pro Mxau2Ll/A A2229 (2020)
Memoria Interna: 256G
Procesador Cpu: Chip A12Z Bionic, 64 Bits, Neural Engine - Coprocesador M12 Integrado
Sistema Operativo: Ipados 
Pantalla:Retina Led Multi Touch De 12.9"", Con Tecnologia Ips, 600 Nits De Brillo Y Revestimiento Oleofobico
Camara: Principal Dual: Wide 12Mp F/1.8 Y Ultra Wide De 10Mp F/2.4 Con Ángulo De Vision De 125 , Las Dos Con Lente De 5 Elementos, Filtro De Infrarrojos Hibrido, Auto Foco, Hdr, Modo Burts,  Estabilizacion Automatica De Imagen + Camara Frontal Truedepth De 7Mp F/2.2
Conectividad: Wi-Fi 6 802.11Ax, Doble Banda (2.4Ghz Y 5Ghz); Ht80 Con Mimo - Bluetooth 5.0
Video: Calidad Maxima De Captura: 4K A 24 Y 30 Fps - Slow Motion Full Hd 1080P A 120 Fps - Cuenta Con  Estabilizacion Cinemática De Video - Posee Af Continuo - Graba Videos En Los Formatos Hevc Y H.264
Sensor: Touch Id - Lidar Scann - Giroscopio De 3 Ejes - Acelerometro - Barometro - Sensor De Luz Ambiente
Formato De Video: Reproduce: H.264, Aac-Lc, Dolby Audio, Mpeg-4, M-Jpeg, Pcm, Mp4, M4V, Avi Y Mov";23;23006;8983000;12576000

1161984;"Ipad Pro My2J2 Wifi (20) 128Gb 12.9"" Sil";"Ipad Pro My2J2 Wifi (20) 128Gb 12.9"" Sil";"Modelo : Ipad Pro My2J2Ll/A A2229 (2020)
Memoria Interna: 128G
Procesador Chip A12Z Bionic, 64 Bits, Neural Engine - Coprocesador M12 Integrado
Sistema Operativo: Ipados 
Pantalla:Retina Led Multi Touch De 12.9"", Con Tecnologia Ips, 600 Nits De Brillo Y Revestimiento Oleofobico
Camara: Principal Dual: Wide 12Mp F/1.8 Y Ultra Wide De 10Mp F/2.4 Con Ángulo De Vision De 125 , Las Dos Con Lente De 5 Elementos, Filtro De Infrarrojos Hibrido, Auto Foco, Hdr, Modo Burts,  Estabilizacion Automatica De Imagen + Camara Frontal Truedepth De 7Mp F/2.2
Conectividad: Wi-Fi 6 802.11Ax, Doble Banda (2.4Ghz Y 5Ghz); Ht80 Con Mimo - Bluetooth 5.0
Video: Calidad Maxima De Captura: 4K A 24 Y 30 Fps - Slow Motion Full Hd 1080P A 120 Fps - Cuenta Con  Estabilizacion Cinemática De Video - Posee Af Continuo - Graba Videos En Los Formatos Hevc Y H.264
Sensor: Touch Id - Lidar Scann - Giroscopio De 3 Ejes - Acelerometro - Barometro - Sensor De Luz Ambiente
Formato De Video: H.264, Aac-Lc, Dolby Audio, Mpeg-4, M-Jpeg, Pcm, Mp4, M4V, Avi Y Mov";23;23006;8555000;11976000

1139136;Notebook Apple Air Mgn63Ll;"Notebook Apple Air Mgn63Ll(20)M1 8C 8/256/13""C";"Modelo : Macbook Air A2337 Mgn63Ll/A (2020)
Pantalla:Retina Led Multi Touch De 12.9"", Con Tecnologia Ips, 600 Nits De Brillo Y Revestimiento Oleofobico
Procesador : Chip Apple M1 Octa Core
Sistema Operativo: Macos 
Memoria Ram: 8Gb Lpddr4X-4266
Ssd: 256Gb
Conectividad: Wi-Fi 6 802.11Ax - Bluetooth 5.0
Camara: Facetime Hd
Sensor: Touch Id
Microfonos: Sistema De Tres Microfonos Con Tecnologia Beamforming Direccional
Teclado: Retroiluminado Por Led Y Con Sensor De Luz Ambiente
Alto Parlante: Integrados - Compatible Con Audio Dolby Atmos";31;31004;8654000;12115000

1139112;Notebook Apple Air Mgnd3Ll;"Notebook Apple Air Mgnd3Ll(20)M1 8C 8/256/13""D";"Modelo : Macbook Air A2337 Mgnd3Ll/A (2020)
Pantalla:Retina Retina Led De 13.3"" Con Tecnologia True Tone
Procesador : Chip Apple M1 Octa Core
Sistema Operativo: Macos 
Memoria Ram: 8Gb Lpddr4X-4266
Ssd: 256Gb
Conectividad: Wi-Fi 6 802.11Ax - Bluetooth 5.0
Camara: Facetime Hd
Sensor: Touch Id
Microfonos: Sistema De Tres Microfonos Con Tecnologia Beamforming Direccional
Teclado: Retroiluminado Por Led Y Con Sensor De Luz Ambiente
Alto Parlante: Integrados - Compatible Con Audio Dolby Atmos";31;31004;8612000;12057000

1139129;Notebook Apple Air Mgne3Ll;"Notebook Apple Air Mgne3Ll(20)M1 8C 8/512/13""D";"Modelo : Macbook Air A2337 Mgne3Ll/A (2020)
Pantalla:Retina Retina Led De 13.3"" Con Tecnologia True Tone
Procesador : Chip Apple M1 Octa Core
Sistema Operativo: Macos 
Memoria Ram: 8Gb Lpddr4X-4266
Ssd: 512Gb
Conectividad: Wi-Fi 6 802.11Ax - Bluetooth 5.0
Camara: Facetime Hd
Sensor: Touch Id
Microfonos: Sistema De Tres Microfonos Con Tecnologia Beamforming Direccional
Teclado: Retroiluminado Por Led Y Con Sensor De Luz Ambiente
Alto Parlante: Integrados - Compatible Con Audio Dolby Atmos";31;31004;10359000;14503000

1027075;Notebook Apple Air Mqd32Bz ;"Notebook Apple Air Mqd32Bz (18) 1.8 8/128/13""S";"Modelo : Macbook Air A1466 Mqd32Bz/A
Pantalla:Widescreen Led De 13.3""
Procesador : Intel Core I5 Dual Core De 1.8Ghz (Puede Llegar Hasta 2.9Ghz En Modo Turbo Boost) - Cache L3 De 3Mb
Graficos: Intel Hd Graphics 6000
Sistema Operativo: Macos 
Memoria Ram: 8Gb Sdrm Lpddr3 De 1600Mhz
Ssd: 128Gb Pcie
Conectividad: Wi-Fi 802.11 Ac - Bluetooth 4.0
Camara: Facetime Hd
Sensor: Sensor De Luz Ambiente
Microfonos: Integrado
Teclado: Retroiluminado Por Led Y Con Sensor De Luz Ambiente
Alto Parlante: Integrados En Las Ruedas (1 En Cada Rueda)";31;31004;6676000;9346000

1104707;Notebook Apple Air Mvh52Ll;"Notebook Apple Air Mvh52Ll (20) 1.1 8/512/13""D";"Modelo : Macbook Air A2179 Mvh52Ll / A
Pantalla: Retina De 13.3"" Retroiluminada Por Led, Con Tecnologia True Tone
Procesador : Intel Core I5 Quad Core De 1.1Ghz (Hasta 3.5Ghz Con Turbo Boost) - Cache L3 De 6Mb
Graficos: Intel Iris Plus
Sistema Operativo: Macos 
Memoria Ram: 8Gb Lpddr4X De 3733Mhz
Ssd: 512Gb
Conectividad: Wi-Fi 802.11 Ac - Bluetooth 4.0
Camara: Facetime Hd
Sensor: Touch Id
Microfonos: Integrado
Teclado: Ingles
Alto Parlante: Integrado";31;31004;9057000;12680000

1139181;Notebook Apple Pro Myd92Ll;"Notebook Apple Pro Myd92Ll(20)M1 8C 8/512/13""C";"Modelo : Macbook Pro A2338 Myd92Ll/A (2020)
Pantalla: Retina Led De 13.3”, Con Tecnologia Ips Y Tecnologia True Tone
Procesador : Chip Apple M1 Octa Core
Sistema Operativo: Macos 
Memoria Ram: 8Gb 
Ssd: 512Gb
Conectividad: Wi-Fi 802.11 Ac - Bluetooth 4.0
Camara: Facetime Hd
Sensor: Touch Id - Touch Bar
Microfonos: Sistema De Tres Microfonos Con Calidad De Estudio Y Tecnologia Beamforming Direccional
Teclado: Retroiluminado Por Led Y Con Sensor De Luz Ambiente
Alto Parlante: Integrados - Compatible Con Audio Dolby Atmos";31;31004;12519000;17526000

1139198;Notebook Apple Pro Myda2Ll;"Notebook Apple Pro Myda2Ll(20)M1 8C 8/256/13""S";"Modelo : Macbook Pro A2338 Myda2Ll/A (2020)
Pantalla: Retina Led De 13.3”, Con Tecnologia Ips Y Tecnologia True Tone
Procesador : Chip Apple M1 Octa Core
Sistema Operativo: Macos 
Memoria Ram: 8Gb 
Ssd: 256Gb
Conectividad: Wi-Fi 802.11 Ac - Bluetooth 4.0
Camara: Facetime Hd
Sensor: Touch Id - Touch Bar
Microfonos: Sistema De Tres Microfonos Con Calidad De Estudio Y Tecnologia Beamforming Direccional
Teclado: Retroiluminado Por Led Y Con Sensor De Luz Ambiente
Alto Parlante: Integrados - Compatible Con Audio Dolby Atmos";31;31004;10590000;14826000

1139204;Notebook Apple Pro Mydc2Ll;"Notebook Apple Pro Mydc2Ll(20)M1 8C 8/512/13""S";"Modelo : Macbook Pro A2338 Mydc2Ll/A (2020)
Pantalla: Retina Led De 13.3”, Con Tecnologia Ips Y Tecnologia True Tone
Procesador : Chip Apple M1 Octa Core
Sistema Operativo: Macos 
Memoria Ram: 8Gb 
Ssd: 512Gb
Conectividad: Wi-Fi 6 802.11Ax - Bluetooth 5.0
Camara: Facetime Hd
Sensor: Touch Id - Touch Bar
Microfonos: Sistema De Tres Microfonos Con Calidad De Estudio Y Tecnologia Beamforming Direccional
Teclado: Retroiluminado Por Led Y Con Sensor De Luz Ambiente
Alto Parlante: Integrados - Compatible Con Audio Dolby Atmos";31;31004;12444000;17422000

1133073;Reloj Apple S6 40Mm Gps M00A3;Relogio Apple S6 40Mm Gps M00A3 Verm;"Modelo : Series 6 M00A3Ll/A A2291
Tamano: 40Mm
Visor: Always-On Retina Ltpo Oled, Con 1.000 Nits De Brillo
Procesador : Dual Core S6 Sip, 64 Bits
Sistema Operativo: Watchos 7
Memoria Ram: 32Gb 
Compatibilidad: Iphone 6S O Modelo Superior, Con Ios 14 O Versiones Posteriores.
Caracteristica: Posee Chip Wireless W3 - Con Asistente Virtual Siri - Tiene Vidrio Reforzado En El Visor Y Ceramica Y Cristal De Zafira En La Parte Posterior
Conectividad: Wi-Fi 802.11 B/G/N, Doble Banda 2.4Ghz Y 5Ghz - Bluetooth 5.0
Sensor: Sensor Cardiaco Optico 2  Generacion Y Sensor Cardiaco Electrico - Sensor De Oxigeno En La Sangre - Altimetro - Acelerometro - Sensor De Luz Ambiente
Resistente Al Agua: 5 Atm
Duracion De Bateria: Aproximadamente 18 Horas, Puede Variar Segun Las Configuraciones De Uso
";23;23005;2621000;3669000

1133080;Reloj Apple S6 40Mm Gps Mg133;Relogio Apple S6 40Mm Gps Mg133 Ci/Pr;"Modelo : Series 6 Mg133Ll/A A2291
Tamano: 40Mm
Visor: Always-On Retina Ltpo Oled, Con 1.000 Nits De Brillo
Procesador : Dual Core S6 Sip, 64 Bits
Sistema Operativo: Watchos 7
Memoria Ram: 32Gb 
Compatibilidad: Iphone 6S O Modelo Superior, Con Ios 14 O Versiones Posteriores.
Caracteristica: Posee Chip Wireless W3 - Con Asistente Virtual Siri - Tiene Vidrio Reforzado En El Visor Y Ceramica Y Cristal De Zafira En La Parte Posterior
Conectividad: Wi-Fi 802.11 B/G/N, Doble Banda 2.4Ghz Y 5Ghz - Bluetooth 5.0
Sensor: Sensor Cardiaco Optico 2  Generacion Y Sensor Cardiaco Electrico - Sensor De Oxigeno En La Sangre - Altimetro - Acelerometro - Sensor De Luz Ambiente
Resistente Al Agua: 5 Atm
Duracion De Bateria: Aproximadamente 18 Horas, Puede Variar Segun Las Configuraciones De Uso
";23;23005;3247000;4546000

1156638;Reloj Apple S6 40Mm Gps Mj6N3 ;Relogio Apple S6 40Mm Gps Mj6N3 Cin/Colo;"Modelo : Series 6 Mj6N3Ll/A A2291
Tamano: 40Mm
Visor: Always-On Retina Ltpo Oled, Con 1.000 Nits De Brillo
Procesador : Dual Core S6 Sip, 64 Bits
Sistema Operativo: Watchos 7
Memoria Ram: 32Gb 
Compatibilidad: Iphone 6S O Modelo Superior, Con Ios 14 O Versiones Posteriores.
Caracteristica: Posee Chip Wireless W3 - Con Asistente Virtual Siri - Tiene Vidrio Reforzado En El Visor Y Ceramica Y Cristal De Zafira En La Parte Posterior
Conectividad: Wi-Fi 802.11 B/G/N, Doble Banda 2.4Ghz Y 5Ghz - Bluetooth 5.0
Sensor: Sensor Cardiaco Optico 2  Generacion Y Sensor Cardiaco Electrico - Sensor De Oxigeno En La Sangre - Altimetro - Acelerometro - Sensor De Luz Ambiente
Resistente Al Agua: 5 Atm
Duracion De Bateria: Aproximadamente 18 Horas, Puede Variar Segun Las Configuraciones De Uso
";23;23005;3239000;4535000
